수집시각,주차장코드,주차장명,총주차면,현재주차대수,잔여면수,점유율,최종업데이트
2026-05-02 15:07:47,A35,동래역,400,385,15,96.2,2026-05-02 15:05:01
2026-05-02 15:07:47,A36,해운대광장,164,164,0,100.0,2026-05-02 15:05:01
2026-05-02 15:07:47,A37,롯데 광복점 뒤(2),22,10,12,45.5,2026-05-02 15:05:01
2026-05-02 15:07:47,A40,반여2배수지,111,51,60,45.9,2026-05-02 15:05:01
2026-05-02 15:07:47,A41,요트경기장 앞 1구역,231,53,178,22.9,2026-05-02 15:05:01
2026-05-02 15:07:47,A42,삼락천로,124,44,80,35.5,2026-05-02 15:05:01
2026-05-02 15:07:47,A43,부전복개도로1,20,17,3,85.0,2026-05-02 15:05:01
2026-05-02 15:07:47,A44,부전복개도로2,23,16,7,69.6,2026-05-02 15:05:01
2026-05-02 15:07:47,A45,적십자회관,31,0,31,0.0,2026-05-02 15:05:01
2026-05-02 15:07:47,A48,대연고가밑,46,0,46,0.0,2026-05-02 15:05:01
2026-05-02 15:07:47,A49,골드테마거리,16,16,0,100.0,2026-05-02 15:05:01
2026-05-02 15:07:47,A50,요트경기장 앞 2구역,68,54,14,79.4,2026-05-02 15:05:01
2026-05-02 15:07:47,A432,수안동주차빌딩,60,18,42,30.0,2026-05-02 15:05:01
2026-05-02 15:07:47,A433,구남역,122,55,67,45.1,2026-05-02 15:05:01
2026-05-02 15:07:47,A434,만덕2동사앞복개,73,51,22,69.9,2026-05-02 15:05:01
2026-05-02 17:05:05,A01,"반송1, 3동 공영",152,52,100,34.2,2026-05-02 17:05:01
2026-05-02 17:05:05,A02,삼락재첩거리,126,62,64,49.2,2026-05-02 17:05:01
2026-05-02 17:05:05,A03,수변어린이공원,149,149,0,100.0,2026-05-02 17:05:01
2026-05-02 17:05:05,A04,장산역 1번,87,79,8,90.8,2026-05-02 17:05:01
2026-05-02 17:05:05,A05,장산역 2번,104,87,17,83.7,2026-05-02 17:05:01
2026-05-02 17:05:05,A06,좌1동,68,47,21,69.1,2026-05-02 17:05:01
2026-05-02 17:05:05,A07,노포역,390,390,0,100.0,2026-05-02 17:05:01
2026-05-02 17:05:05,A09,두산위브 뒤,45,36,9,80.0,2026-05-02 17:05:01
2026-05-02 17:05:05,A10,대우1차아파트 앞,76,2,74,2.6,2026-05-02 17:05:01
2026-05-02 17:05:05,A11,부산기계공고 후문,78,73,5,93.6,2026-05-02 17:05:01
2026-05-02 17:05:05,A12,해운대 센텀시티,83,24,59,28.9,2026-05-02 17:05:01
2026-05-02 17:05:05,A13,반여도서관 앞,312,212,100,67.9,2026-05-02 17:05:01
2026-05-02 17:05:05,A14,동대신동,24,24,0,100.0,2026-05-02 17:05:01
2026-05-02 17:05:05,A15,신선3동,84,81,3,96.4,2026-05-02 17:05:01
2026-05-02 17:05:05,A16,영선대로 지하 공영,122,115,7,94.3,2026-05-02 17:05:01
2026-05-02 17:05:05,A17,동백사거리,36,27,9,75.0,2026-05-02 17:05:01
2026-05-02 17:05:05,A18,중동이마트 옆,78,68,10,87.2,2026-05-02 17:05:01
2026-05-02 17:05:05,A19,부산대역(남측),224,204,20,91.1,2026-05-02 17:05:01
2026-05-02 17:05:05,A20,부산대역(북측),249,220,29,88.4,2026-05-02 17:05:01
2026-05-02 17:05:05,A21,화명역,37,33,4,89.2,2026-05-02 17:05:01
2026-05-02 17:05:05,A22,학장천 복개,270,170,100,63.0,2026-05-02 17:05:01
2026-05-02 17:05:05,A23,수변공원,102,101,1,99.0,2026-05-02 17:05:01
2026-05-02 17:05:05,A24,중동역,167,68,99,40.7,2026-05-02 17:05:01
2026-05-02 17:05:05,A25,미포공영,97,97,0,100.0,2026-05-02 17:05:01
2026-05-02 17:05:05,A26,온천장역(남측),247,182,65,73.7,2026-05-02 17:05:01
2026-05-02 17:05:05,A27,구서역,272,154,118,56.6,2026-05-02 17:05:01
2026-05-02 17:05:05,A28,중앙공원,101,71,30,70.3,2026-05-02 17:05:01
2026-05-02 17:05:05,A29,장전역,190,94,96,49.5,2026-05-02 17:05:01
2026-05-02 17:05:05,A30,사상역 광장,0,-90,90,0.0,2026-05-02 17:05:01
2026-05-02 17:05:05,A32,남산역,210,133,77,63.3,2026-05-02 17:05:01
2026-05-02 17:05:05,A33,하단역,151,128,23,84.8,2026-05-02 17:05:01
2026-05-02 17:05:05,A34,명륜역,185,104,81,56.2,2026-05-02 17:05:01
2026-05-02 17:05:05,A35,동래역,400,398,2,99.5,2026-05-02 17:05:01
2026-05-02 17:05:05,A36,해운대광장,164,163,1,99.4,2026-05-02 17:05:01
2026-05-02 17:05:05,A37,롯데 광복점 뒤(2),22,8,14,36.4,2026-05-02 17:05:01
2026-05-02 17:05:05,A40,반여2배수지,111,51,60,45.9,2026-05-02 17:05:01
2026-05-02 17:05:05,A41,요트경기장 앞 1구역,231,72,159,31.2,2026-05-02 17:05:01
2026-05-02 17:05:05,A42,삼락천로,124,46,78,37.1,2026-05-02 17:05:01
2026-05-02 17:05:05,A43,부전복개도로1,20,16,4,80.0,2026-05-02 17:05:01
2026-05-02 17:05:05,A44,부전복개도로2,23,19,4,82.6,2026-05-02 17:05:01
2026-05-02 17:05:05,A45,적십자회관,31,0,31,0.0,2026-05-02 17:05:01
2026-05-02 17:05:05,A48,대연고가밑,46,1,45,2.2,2026-05-02 17:05:01
2026-05-02 17:05:05,A49,골드테마거리,16,16,0,100.0,2026-05-02 17:05:01
2026-05-02 17:05:05,A50,요트경기장 앞 2구역,68,68,0,100.0,2026-05-02 17:05:01
2026-05-02 17:05:05,A432,수안동주차빌딩,60,18,42,30.0,2026-05-02 17:05:01
2026-05-02 17:05:05,A433,구남역,122,52,70,42.6,2026-05-02 17:05:01
2026-05-02 17:05:05,A434,만덕2동사앞복개,73,45,28,61.6,2026-05-02 17:05:01
2026-05-02 18:39:02,A01,"반송1, 3동 공영",152,115,37,75.7,2026-05-02 18:35:00
2026-05-02 18:39:02,A02,삼락재첩거리,126,60,66,47.6,2026-05-02 18:35:00
2026-05-02 18:39:02,A03,수변어린이공원,149,149,0,100.0,2026-05-02 18:35:00
2026-05-02 18:39:02,A04,장산역 1번,87,84,3,96.6,2026-05-02 18:35:00
2026-05-02 18:39:02,A05,장산역 2번,104,82,22,78.8,2026-05-02 18:35:00
2026-05-02 18:39:02,A06,좌1동,68,66,2,97.1,2026-05-02 18:35:00
2026-05-02 18:39:02,A07,노포역,390,375,15,96.2,2026-05-02 18:35:00
2026-05-02 18:39:02,A09,두산위브 뒤,45,33,12,73.3,2026-05-02 18:35:00
2026-05-02 18:39:02,A10,대우1차아파트 앞,76,35,41,46.1,2026-05-02 18:35:00
2026-05-02 18:39:02,A11,부산기계공고 후문,78,73,5,93.6,2026-05-02 18:35:00
2026-05-02 18:39:02,A12,해운대 센텀시티,83,22,61,26.5,2026-05-02 18:35:00
2026-05-02 18:39:02,A13,반여도서관 앞,312,212,100,67.9,2026-05-02 18:35:00
2026-05-02 18:39:02,A14,동대신동,24,24,0,100.0,2026-05-02 18:35:00
2026-05-02 18:39:02,A15,신선3동,84,47,37,56.0,2026-05-02 18:35:00
2026-05-02 18:39:02,A16,영선대로 지하 공영,122,107,15,87.7,2026-05-02 18:35:00
2026-05-02 18:39:02,A17,동백사거리,36,26,10,72.2,2026-05-02 18:35:00
2026-05-02 18:39:02,A18,중동이마트 옆,78,78,0,100.0,2026-05-02 18:35:00
2026-05-02 18:39:02,A19,부산대역(남측),224,194,30,86.6,2026-05-02 18:35:00
2026-05-02 18:39:02,A20,부산대역(북측),249,186,63,74.7,2026-05-02 18:35:00
2026-05-02 18:39:02,A21,화명역,37,33,4,89.2,2026-05-02 18:35:00
2026-05-02 18:39:02,A22,학장천 복개,270,170,100,63.0,2026-05-02 18:35:00
2026-05-02 18:39:02,A23,수변공원,102,101,1,99.0,2026-05-02 18:35:00
2026-05-02 18:39:02,A24,중동역,167,76,91,45.5,2026-05-02 18:35:00
2026-05-02 18:39:02,A25,미포공영,97,92,5,94.8,2026-05-02 18:35:00
2026-05-02 18:39:02,A26,온천장역(남측),247,155,92,62.8,2026-05-02 18:35:00
2026-05-02 18:39:02,A27,구서역,272,210,62,77.2,2026-05-02 18:35:00
2026-05-02 18:39:02,A28,중앙공원,101,56,45,55.4,2026-05-02 18:35:00
2026-05-02 18:39:02,A29,장전역,190,95,95,50.0,2026-05-02 18:35:00
2026-05-02 18:39:02,A30,사상역 광장,0,-90,90,0.0,2026-05-02 18:35:00
2026-05-02 18:39:02,A32,남산역,210,126,84,60.0,2026-05-02 18:35:00
2026-05-02 18:39:02,A33,하단역,151,119,32,78.8,2026-05-02 18:35:00
2026-05-02 18:39:02,A34,명륜역,185,119,66,64.3,2026-05-02 18:35:00
2026-05-02 18:39:02,A35,동래역,400,400,0,100.0,2026-05-02 18:35:00
2026-05-02 18:39:02,A36,해운대광장,164,164,0,100.0,2026-05-02 18:35:00
2026-05-02 18:39:02,A37,롯데 광복점 뒤(2),22,9,13,40.9,2026-05-02 18:35:00
2026-05-02 18:39:02,A40,반여2배수지,111,57,54,51.4,2026-05-02 18:35:00
2026-05-02 18:39:02,A41,요트경기장 앞 1구역,231,94,137,40.7,2026-05-02 18:35:00
2026-05-02 18:39:02,A42,삼락천로,124,39,85,31.5,2026-05-02 18:35:00
2026-05-02 18:39:02,A43,부전복개도로1,20,15,5,75.0,2026-05-02 18:35:00
2026-05-02 18:39:02,A44,부전복개도로2,23,17,6,73.9,2026-05-02 18:35:00
2026-05-02 18:39:02,A45,적십자회관,31,0,31,0.0,2026-05-02 18:35:00
2026-05-02 18:39:02,A48,대연고가밑,46,1,45,2.2,2026-05-02 18:35:00
2026-05-02 18:39:02,A49,골드테마거리,16,9,7,56.2,2026-05-02 18:35:00
2026-05-02 18:39:02,A50,요트경기장 앞 2구역,68,65,3,95.6,2026-05-02 18:35:00
2026-05-02 18:39:02,A432,수안동주차빌딩,60,18,42,30.0,2026-05-02 18:35:00
2026-05-02 18:39:02,A433,구남역,122,49,73,40.2,2026-05-02 18:35:00
2026-05-02 18:39:02,A434,만덕2동사앞복개,73,44,29,60.3,2026-05-02 18:35:00
2026-05-02 19:44:29,A01,"반송1, 3동 공영",152,114,38,75.0,2026-05-02 19:40:00
2026-05-02 19:44:29,A02,삼락재첩거리,126,57,69,45.2,2026-05-02 19:40:00
2026-05-02 19:44:29,A03,수변어린이공원,149,149,0,100.0,2026-05-02 19:40:00
2026-05-02 19:44:29,A04,장산역 1번,87,87,0,100.0,2026-05-02 19:40:00
2026-05-02 19:44:29,A05,장산역 2번,104,79,25,76.0,2026-05-02 19:40:00
2026-05-02 19:44:29,A06,좌1동,68,56,12,82.4,2026-05-02 19:40:00
2026-05-02 19:44:29,A07,노포역,390,345,45,88.5,2026-05-02 19:40:00
2026-05-02 19:44:29,A09,두산위브 뒤,45,37,8,82.2,2026-05-02 19:40:00
2026-05-02 19:44:29,A10,대우1차아파트 앞,76,28,48,36.8,2026-05-02 19:40:00
2026-05-02 19:44:29,A11,부산기계공고 후문,78,77,1,98.7,2026-05-02 19:40:00
2026-05-02 19:44:29,A12,해운대 센텀시티,83,80,3,96.4,2026-05-02 19:40:00
2026-05-02 19:44:29,A13,반여도서관 앞,312,212,100,67.9,2026-05-02 19:40:00
2026-05-02 19:44:29,A14,동대신동,24,24,0,100.0,2026-05-02 19:40:00
2026-05-02 19:44:29,A15,신선3동,84,33,51,39.3,2026-05-02 19:40:00
2026-05-02 19:44:29,A16,영선대로 지하 공영,122,95,27,77.9,2026-05-02 19:40:00
2026-05-02 19:44:29,A17,동백사거리,36,25,11,69.4,2026-05-02 19:40:00
2026-05-02 19:44:29,A18,중동이마트 옆,78,78,0,100.0,2026-05-02 19:40:00
2026-05-02 19:44:29,A19,부산대역(남측),224,191,33,85.3,2026-05-02 19:40:00
2026-05-02 19:44:29,A20,부산대역(북측),249,194,55,77.9,2026-05-02 19:40:00
2026-05-02 19:44:29,A21,화명역,37,37,0,100.0,2026-05-02 19:40:00
2026-05-02 19:44:29,A22,학장천 복개,270,170,100,63.0,2026-05-02 19:40:00
2026-05-02 19:44:29,A23,수변공원,102,101,1,99.0,2026-05-02 19:40:00
2026-05-02 19:44:29,A24,중동역,167,73,94,43.7,2026-05-02 19:40:00
2026-05-02 19:44:29,A25,미포공영,97,94,3,96.9,2026-05-02 19:40:00
2026-05-02 19:44:29,A26,온천장역(남측),247,165,82,66.8,2026-05-02 19:40:00
2026-05-02 19:44:29,A27,구서역,272,191,81,70.2,2026-05-02 19:40:00
2026-05-02 19:44:29,A28,중앙공원,101,54,47,53.5,2026-05-02 19:40:00
2026-05-02 19:44:29,A29,장전역,190,95,95,50.0,2026-05-02 19:40:00
2026-05-02 19:44:29,A30,사상역 광장,0,-90,90,0.0,2026-05-02 19:40:00
2026-05-02 19:44:29,A32,남산역,210,96,114,45.7,2026-05-02 19:40:00
2026-05-02 19:44:29,A33,하단역,151,119,32,78.8,2026-05-02 19:40:00
2026-05-02 19:44:29,A34,명륜역,185,91,94,49.2,2026-05-02 19:40:00
2026-05-02 19:44:29,A35,동래역,400,400,0,100.0,2026-05-02 19:40:00
2026-05-02 19:44:29,A36,해운대광장,164,165,-1,100.6,2026-05-02 19:40:00
2026-05-02 19:44:29,A37,롯데 광복점 뒤(2),22,9,13,40.9,2026-05-02 19:40:00
2026-05-02 19:44:29,A40,반여2배수지,111,57,54,51.4,2026-05-02 19:40:00
2026-05-02 19:44:29,A41,요트경기장 앞 1구역,231,94,137,40.7,2026-05-02 19:40:00
2026-05-02 19:44:29,A42,삼락천로,124,38,86,30.6,2026-05-02 19:40:00
2026-05-02 19:44:29,A43,부전복개도로1,20,16,4,80.0,2026-05-02 19:40:00
2026-05-02 19:44:29,A44,부전복개도로2,23,13,10,56.5,2026-05-02 19:40:00
2026-05-02 19:44:29,A45,적십자회관,31,0,31,0.0,2026-05-02 19:40:00
2026-05-02 19:44:29,A48,대연고가밑,46,1,45,2.2,2026-05-02 19:40:00
2026-05-02 19:44:29,A49,골드테마거리,16,4,12,25.0,2026-05-02 19:40:00
2026-05-02 19:44:29,A50,요트경기장 앞 2구역,68,60,8,88.2,2026-05-02 19:40:00
2026-05-02 19:44:29,A432,수안동주차빌딩,60,18,42,30.0,2026-05-02 19:40:00
2026-05-02 19:44:29,A433,구남역,122,49,73,40.2,2026-05-02 19:40:00
2026-05-02 19:44:29,A434,만덕2동사앞복개,73,41,32,56.2,2026-05-02 19:40:00
2026-05-02 20:39:30,A01,"반송1, 3동 공영",152,116,36,76.3,2026-05-02 20:35:00
2026-05-02 20:39:30,A02,삼락재첩거리,126,59,67,46.8,2026-05-02 20:35:00
2026-05-02 20:39:30,A03,수변어린이공원,149,149,0,100.0,2026-05-02 20:35:00
2026-05-02 20:39:30,A04,장산역 1번,87,78,9,89.7,2026-05-02 20:35:00
2026-05-02 20:39:30,A05,장산역 2번,104,68,36,65.4,2026-05-02 20:35:00
2026-05-02 20:39:30,A06,좌1동,68,58,10,85.3,2026-05-02 20:35:00
2026-05-02 20:39:30,A07,노포역,390,304,86,77.9,2026-05-02 20:35:00
2026-05-02 20:39:30,A09,두산위브 뒤,45,34,11,75.6,2026-05-02 20:35:00
2026-05-02 20:39:30,A10,대우1차아파트 앞,76,2,74,2.6,2026-05-02 20:35:00
2026-05-02 20:39:30,A11,부산기계공고 후문,78,73,5,93.6,2026-05-02 20:35:00
2026-05-02 20:39:30,A12,해운대 센텀시티,83,80,3,96.4,2026-05-02 20:35:00
2026-05-02 20:39:30,A13,반여도서관 앞,312,212,100,67.9,2026-05-02 20:35:00
2026-05-02 20:39:30,A14,동대신동,24,24,0,100.0,2026-05-02 20:35:00
2026-05-02 20:39:30,A15,신선3동,84,28,56,33.3,2026-05-02 20:35:00
2026-05-02 20:39:30,A16,영선대로 지하 공영,122,80,42,65.6,2026-05-02 20:35:00
2026-05-02 20:39:30,A17,동백사거리,36,32,4,88.9,2026-05-02 20:35:00
2026-05-02 20:39:30,A18,중동이마트 옆,78,75,3,96.2,2026-05-02 20:35:00
2026-05-02 20:39:30,A19,부산대역(남측),224,164,60,73.2,2026-05-02 20:35:00
2026-05-02 20:39:30,A20,부산대역(북측),249,152,97,61.0,2026-05-02 20:35:00
2026-05-02 20:39:30,A21,화명역,37,35,2,94.6,2026-05-02 20:35:00
2026-05-02 20:39:30,A22,학장천 복개,270,170,100,63.0,2026-05-02 20:35:00
2026-05-02 20:39:30,A23,수변공원,102,102,0,100.0,2026-05-02 20:35:00
2026-05-02 20:39:30,A24,중동역,167,58,109,34.7,2026-05-02 20:35:00
2026-05-02 20:39:30,A25,미포공영,97,71,26,73.2,2026-05-02 20:35:00
2026-05-02 20:39:30,A26,온천장역(남측),247,154,93,62.3,2026-05-02 20:35:00
2026-05-02 20:39:30,A27,구서역,272,191,81,70.2,2026-05-02 20:35:00
2026-05-02 20:39:30,A28,중앙공원,101,60,41,59.4,2026-05-02 20:35:00
2026-05-02 20:39:30,A29,장전역,190,91,99,47.9,2026-05-02 20:35:00
2026-05-02 20:39:30,A30,사상역 광장,0,-90,90,0.0,2026-05-02 20:35:00
2026-05-02 20:39:30,A32,남산역,210,96,114,45.7,2026-05-02 20:35:00
2026-05-02 20:39:30,A33,하단역,151,107,44,70.9,2026-05-02 20:35:00
2026-05-02 20:39:30,A34,명륜역,185,113,72,61.1,2026-05-02 20:35:00
2026-05-02 20:39:30,A35,동래역,400,400,0,100.0,2026-05-02 20:35:00
2026-05-02 20:39:30,A36,해운대광장,164,164,0,100.0,2026-05-02 20:35:00
2026-05-02 20:39:30,A37,롯데 광복점 뒤(2),22,9,13,40.9,2026-05-02 20:35:00
2026-05-02 20:39:30,A40,반여2배수지,111,55,56,49.5,2026-05-02 20:35:00
2026-05-02 20:39:30,A41,요트경기장 앞 1구역,231,101,130,43.7,2026-05-02 20:35:00
2026-05-02 20:39:30,A42,삼락천로,124,36,88,29.0,2026-05-02 20:35:00
2026-05-02 20:39:30,A43,부전복개도로1,20,16,4,80.0,2026-05-02 20:35:00
2026-05-02 20:39:30,A44,부전복개도로2,23,13,10,56.5,2026-05-02 20:35:00
2026-05-02 20:39:30,A45,적십자회관,31,0,31,0.0,2026-05-02 20:35:00
2026-05-02 20:39:30,A48,대연고가밑,46,1,45,2.2,2026-05-02 20:35:00
2026-05-02 20:39:30,A49,골드테마거리,16,4,12,25.0,2026-05-02 20:35:00
2026-05-02 20:39:30,A50,요트경기장 앞 2구역,68,68,0,100.0,2026-05-02 20:35:00
2026-05-02 20:39:30,A432,수안동주차빌딩,60,18,42,30.0,2026-05-02 20:35:00
2026-05-02 20:39:30,A433,구남역,122,51,71,41.8,2026-05-02 20:35:00
2026-05-02 20:39:30,A434,만덕2동사앞복개,73,38,35,52.1,2026-05-02 20:35:00
2026-05-02 21:56:18,A01,"반송1, 3동 공영",152,118,34,77.6,2026-05-02 21:55:00
2026-05-02 21:56:18,A02,삼락재첩거리,126,58,68,46.0,2026-05-02 21:55:00
2026-05-02 21:56:18,A03,수변어린이공원,149,148,1,99.3,2026-05-02 21:55:00
2026-05-02 21:56:18,A04,장산역 1번,87,87,0,100.0,2026-05-02 21:55:00
2026-05-02 21:56:18,A05,장산역 2번,104,63,41,60.6,2026-05-02 21:55:00
2026-05-02 21:56:18,A06,좌1동,68,53,15,77.9,2026-05-02 21:55:00
2026-05-02 21:56:18,A07,노포역,390,246,144,63.1,2026-05-02 21:55:00
2026-05-02 21:56:18,A09,두산위브 뒤,45,34,11,75.6,2026-05-02 21:55:00
2026-05-02 21:56:18,A10,대우1차아파트 앞,76,2,74,2.6,2026-05-02 21:55:00
2026-05-02 21:56:18,A11,부산기계공고 후문,78,67,11,85.9,2026-05-02 21:55:00
2026-05-02 21:56:18,A12,해운대 센텀시티,83,80,3,96.4,2026-05-02 21:55:00
2026-05-02 21:56:18,A13,반여도서관 앞,312,212,100,67.9,2026-05-02 21:55:00
2026-05-02 21:56:18,A14,동대신동,24,24,0,100.0,2026-05-02 21:55:00
2026-05-02 21:56:18,A15,신선3동,84,28,56,33.3,2026-05-02 21:55:00
2026-05-02 21:56:18,A16,영선대로 지하 공영,122,70,52,57.4,2026-05-02 21:55:00
2026-05-02 21:56:18,A17,동백사거리,36,26,10,72.2,2026-05-02 21:55:00
2026-05-02 21:56:18,A18,중동이마트 옆,78,65,13,83.3,2026-05-02 21:55:00
2026-05-02 21:56:18,A19,부산대역(남측),224,92,132,41.1,2026-05-02 21:55:00
2026-05-02 21:56:18,A20,부산대역(북측),249,93,156,37.3,2026-05-02 21:55:00
2026-05-02 21:56:18,A21,화명역,37,33,4,89.2,2026-05-02 21:55:00
2026-05-02 21:56:18,A22,학장천 복개,270,170,100,63.0,2026-05-02 21:55:00
2026-05-02 21:56:18,A23,수변공원,102,101,1,99.0,2026-05-02 21:55:00
2026-05-02 21:56:18,A24,중동역,167,47,120,28.1,2026-05-02 21:55:00
2026-05-02 21:56:18,A25,미포공영,97,46,51,47.4,2026-05-02 21:55:00
2026-05-02 21:56:18,A26,온천장역(남측),247,141,106,57.1,2026-05-02 21:55:00
2026-05-02 21:56:18,A27,구서역,272,139,133,51.1,2026-05-02 21:55:00
2026-05-02 21:56:18,A28,중앙공원,101,57,44,56.4,2026-05-02 21:55:00
2026-05-02 21:56:18,A29,장전역,190,74,116,38.9,2026-05-02 21:55:00
2026-05-02 21:56:18,A30,사상역 광장,0,-90,90,0.0,2026-05-02 21:55:00
2026-05-02 21:56:18,A32,남산역,210,96,114,45.7,2026-05-02 21:55:00
2026-05-02 21:56:18,A33,하단역,151,89,62,58.9,2026-05-02 21:55:00
2026-05-02 21:56:18,A34,명륜역,185,91,94,49.2,2026-05-02 21:55:00
2026-05-02 21:56:18,A35,동래역,400,384,16,96.0,2026-05-02 21:55:00
2026-05-02 21:56:18,A36,해운대광장,164,162,2,98.8,2026-05-02 21:55:00
2026-05-02 21:56:18,A37,롯데 광복점 뒤(2),22,9,13,40.9,2026-05-02 21:55:00
2026-05-02 21:56:18,A40,반여2배수지,111,53,58,47.7,2026-05-02 21:55:00
2026-05-02 21:56:18,A41,요트경기장 앞 1구역,231,58,173,25.1,2026-05-02 21:55:00
2026-05-02 21:56:18,A42,삼락천로,124,35,89,28.2,2026-05-02 21:55:00
2026-05-02 21:56:18,A43,부전복개도로1,20,16,4,80.0,2026-05-02 21:55:00
2026-05-02 21:56:18,A44,부전복개도로2,23,13,10,56.5,2026-05-02 21:55:00
2026-05-02 21:56:18,A45,적십자회관,31,0,31,0.0,2026-05-02 21:55:00
2026-05-02 21:56:18,A48,대연고가밑,46,1,45,2.2,2026-05-02 21:55:00
2026-05-02 21:56:18,A49,골드테마거리,16,4,12,25.0,2026-05-02 21:55:00
2026-05-02 21:56:18,A50,요트경기장 앞 2구역,68,57,11,83.8,2026-05-02 21:55:00
2026-05-02 21:56:18,A432,수안동주차빌딩,60,17,43,28.3,2026-05-02 21:55:00
2026-05-02 21:56:18,A433,구남역,122,49,73,40.2,2026-05-02 21:55:00
2026-05-02 21:56:18,A434,만덕2동사앞복개,73,36,37,49.3,2026-05-02 21:55:00
2026-05-02 23:09:28,A01,"반송1, 3동 공영",152,118,34,77.6,2026-05-02 23:05:00
2026-05-02 23:09:28,A02,삼락재첩거리,126,58,68,46.0,2026-05-02 23:05:00
2026-05-02 23:09:28,A03,수변어린이공원,149,105,44,70.5,2026-05-02 23:05:00
2026-05-02 23:09:28,A04,장산역 1번,87,67,20,77.0,2026-05-02 23:05:00
2026-05-02 23:09:28,A05,장산역 2번,104,51,53,49.0,2026-05-02 23:05:00
2026-05-02 23:09:28,A06,좌1동,68,46,22,67.6,2026-05-02 23:05:00
2026-05-02 23:09:28,A07,노포역,390,217,173,55.6,2026-05-02 23:05:00
2026-05-02 23:09:28,A09,두산위브 뒤,45,34,11,75.6,2026-05-02 23:05:00
2026-05-02 23:09:28,A10,대우1차아파트 앞,76,15,61,19.7,2026-05-02 23:05:00
2026-05-02 23:09:28,A11,부산기계공고 후문,78,73,5,93.6,2026-05-02 23:05:00
2026-05-02 23:09:28,A12,해운대 센텀시티,83,80,3,96.4,2026-05-02 23:05:00
2026-05-02 23:09:28,A13,반여도서관 앞,312,212,100,67.9,2026-05-02 23:05:00
2026-05-02 23:09:28,A14,동대신동,24,24,0,100.0,2026-05-02 23:05:00
2026-05-02 23:09:28,A15,신선3동,84,27,57,32.1,2026-05-02 23:05:00
2026-05-02 23:09:28,A16,영선대로 지하 공영,122,63,59,51.6,2026-05-02 23:05:00
2026-05-02 23:09:28,A17,동백사거리,36,27,9,75.0,2026-05-02 23:05:00
2026-05-02 23:09:28,A18,중동이마트 옆,78,53,25,67.9,2026-05-02 23:05:00
2026-05-02 23:09:28,A19,부산대역(남측),224,56,168,25.0,2026-05-02 23:05:00
2026-05-02 23:09:28,A20,부산대역(북측),249,64,185,25.7,2026-05-02 23:05:00
2026-05-02 23:09:28,A21,화명역,37,29,8,78.4,2026-05-02 23:05:00
2026-05-02 23:09:28,A22,학장천 복개,270,170,100,63.0,2026-05-02 23:05:00
2026-05-02 23:09:28,A23,수변공원,102,81,21,79.4,2026-05-02 23:05:00
2026-05-02 23:09:28,A24,중동역,167,43,124,25.7,2026-05-02 23:05:00
2026-05-02 23:09:28,A25,미포공영,97,37,60,38.1,2026-05-02 23:05:00
2026-05-02 23:09:28,A26,온천장역(남측),247,129,118,52.2,2026-05-02 23:05:00
2026-05-02 23:09:28,A27,구서역,272,112,160,41.2,2026-05-02 23:05:00
2026-05-02 23:09:28,A28,중앙공원,101,59,42,58.4,2026-05-02 23:05:00
2026-05-02 23:09:28,A29,장전역,190,61,129,32.1,2026-05-02 23:05:00
2026-05-02 23:09:28,A30,사상역 광장,0,-90,90,0.0,2026-05-02 23:05:00
2026-05-02 23:09:28,A32,남산역,210,77,133,36.7,2026-05-02 23:05:00
2026-05-02 23:09:28,A33,하단역,151,79,72,52.3,2026-05-02 23:05:00
2026-05-02 23:09:28,A34,명륜역,185,91,94,49.2,2026-05-02 23:05:00
2026-05-02 23:09:28,A35,동래역,400,357,43,89.2,2026-05-02 23:05:00
2026-05-02 23:09:28,A36,해운대광장,164,159,5,97.0,2026-05-02 23:05:00
2026-05-02 23:09:28,A37,롯데 광복점 뒤(2),22,9,13,40.9,2026-05-02 23:05:00
2026-05-02 23:09:28,A40,반여2배수지,111,57,54,51.4,2026-05-02 23:05:00
2026-05-02 23:09:28,A41,요트경기장 앞 1구역,231,53,178,22.9,2026-05-02 23:05:00
2026-05-02 23:09:28,A42,삼락천로,124,36,88,29.0,2026-05-02 23:05:00
2026-05-02 23:09:28,A43,부전복개도로1,20,16,4,80.0,2026-05-02 23:05:00
2026-05-02 23:09:28,A44,부전복개도로2,23,13,10,56.5,2026-05-02 23:05:00
2026-05-02 23:09:28,A45,적십자회관,31,0,31,0.0,2026-05-02 23:05:00
2026-05-02 23:09:28,A48,대연고가밑,46,1,45,2.2,2026-05-02 23:05:00
2026-05-02 23:09:28,A49,골드테마거리,16,4,12,25.0,2026-05-02 23:05:00
2026-05-02 23:09:28,A50,요트경기장 앞 2구역,68,36,32,52.9,2026-05-02 23:05:00
2026-05-02 23:09:28,A432,수안동주차빌딩,60,14,46,23.3,2026-05-02 23:05:00
2026-05-02 23:09:28,A433,구남역,122,51,71,41.8,2026-05-02 23:05:00
2026-05-02 23:09:28,A434,만덕2동사앞복개,73,36,37,49.3,2026-05-02 23:05:00
2026-05-03 00:10:31,A01,"반송1, 3동 공영",152,119,33,78.3,2026-05-03 00:10:01
2026-05-03 00:10:31,A02,삼락재첩거리,126,59,67,46.8,2026-05-03 00:10:01
2026-05-03 00:10:31,A03,수변어린이공원,149,75,74,50.3,2026-05-03 00:10:01
